Type de formation,Nom de la région,P-code de la région,Nom de la préfecture,P-code de la préfecture,Nom de la sous-préfecture,P-code de la sous-préfecture,Total des établissements,Établissements formées
#output+type,#adm1+name,#adm1+code,#adm2+name,#adm2+code,#adm3+name,#adm3+code,#inneed,#reached
Triage,Nzerekore,GIN008,Beyla,GIN008001,Diaraguerela,GIN00800103,5,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Diassodou,GIN00800104,3,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Fouala,GIN00800105,3,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Gbakedou,GIN00800106,6,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Gbessoba,GIN00800107,4,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Karala,GIN00800108,2,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Koumandou,GIN00800109,4,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Moussadou,GIN00800110,2,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Nionsomoridou,GIN00800111,3,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Sakourala,GIN00800112,3,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Samana,GIN00800113,4,0
Triage,Nzerekore,GIN008,Beyla,GIN008001,Sinko,GIN00800114,5,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Bolodou,GIN00800201,3,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Fangamadou,GIN00800202,5,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Gueckedou Ctre,GIN00800203,8,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Guendembou,GIN00800204,5,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Kassadou,GIN00800205,2,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Koundou,GIN00800206,3,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Nongoa,GIN00800207,5,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Ouende Kenema,GIN00800208,7,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Tekoulo,GIN00800209,8,0
Triage,Nzerekore,GIN008,Gueckedou,GIN008002,Termassadou,GIN00800210,7,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Bossou,GIN00800301,2,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Foumbadou,GIN00800302,4,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Gama Berema,GIN00800303,4,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Gueasso,GIN00800304,6,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Kokota,GIN00800305,4,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Laine,GIN00800306,3,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Lola Ctre,GIN00800307,11,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Nzoo,GIN00800308,3,0
Triage,Nzerekore,GIN008,Lola,GIN008003,Tounkarata,GIN00800309,2,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Balizia,GIN00800401,4,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Binikala,GIN00800402,2,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Bofossou,GIN00800403,4,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Daro,GIN00800404,6,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Fassankoni,GIN00800405,2,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Kouankan,GIN00800406,3,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Koyamah,GIN00800407,4,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Macenta Ctre,GIN00800408,13,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Nzebela,GIN00800409,3,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Ouremai,GIN00800410,5,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Panziazou,GIN00800411,4,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Sengbedou,GIN00800412,3,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Seredou,GIN00800413,5,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Vasseredou,GIN00800414,2,0
Triage,Nzerekore,GIN008,Macenta,GIN008004,Watanka,GIN00800415,4,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Bounouma,GIN00800501,6,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Gouecke,GIN00800502,5,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Kobela,GIN00800503,2,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Koropara,GIN00800504,9,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Koule,GIN00800505,6,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Nzerekore Ctre,GIN00800506,21,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Pale,GIN00800507,3,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Samoe,GIN00800508,8,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Soulouta,GIN00800509,11,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Womey,GIN00800510,6,0
Triage,Nzerekore,GIN008,Nzerekore,GIN008005,Yalenzou,GIN00800511,14,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Banie,GIN00800601,3,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Bheeta,GIN00800602,1,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Bignamou,GIN00800603,3,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Bowe,GIN00800604,7,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Diecke,GIN00800605,4,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Pela,GIN00800606,3,0
Triage,Nzerekore,GIN008,Yomou,GIN008006,Yomou Ctre,GIN00800607,5,0
WASH,Boke,GIN001,Boffa,GIN001001,Boffa Ctre,GIN00100101,6,1
WASH,Boke,GIN001,Boffa,GIN001001,Douprou,GIN00100102,3,1
WASH,Boke,GIN001,Boffa,GIN001001,Koba Tatema,GIN00100103,4,0
WASH,Boke,GIN001,Boffa,GIN001001,Kolia,GIN00100104,3,1
WASH,Boke,GIN001,Boffa,GIN001001,Lisso,GIN00100105,5,1
WASH,Boke,GIN001,Boffa,GIN001001,Mankountan,GIN00100106,2,1
WASH,Boke,GIN001,Boffa,GIN001001,Tamita,GIN00100107,5,1
WASH,Boke,GIN001,Boffa,GIN001001,Tougnifily,GIN00100108,2,1
WASH,Boke,GIN001,Boke,GIN001002,Bintimodia,GIN00100201,9,0
WASH,Boke,GIN001,Boke,GIN001002,Boke Ctre,GIN00100202,17,0
WASH,Boke,GIN001,Boke,GIN001002,Dabiss,GIN00100203,3,0
WASH,Boke,GIN001,Boke,GIN001002,Kamsar,GIN00100204,35,1
WASH,Boke,GIN001,Boke,GIN001002,Kanfarande,GIN00100205,11,0
WASH,Boke,GIN001,Boke,GIN001002,Kolaboui,GIN00100206,12,1
WASH,Boke,GIN001,Boke,GIN001002,Malapouya,GIN00100207,4,0
WASH,Boke,GIN001,Boke,GIN001002,Sangaredi,GIN00100208,22,0
WASH,Boke,GIN001,Boke,GIN001002,Sansale,GIN00100209,4,0
WASH,Boke,GIN001,Boke,GIN001002,Tanene,GIN00100210,7,0
WASH,Boke,GIN001,Fria,GIN001005,Baguinet,GIN00100501,9,0
WASH,Boke,GIN001,Fria,GIN001005,Banguigny,GIN00100502,3,0
WASH,Boke,GIN001,Fria,GIN001005,Fria Ctre,GIN00100503,24,0
WASH,Boke,GIN001,Fria,GIN001005,Tormelin,GIN00100504,8,0
WASH,Boke,GIN001,Gaoual,GIN001003,Foulamory,GIN00100301,2,0
WASH,Boke,GIN001,Gaoual,GIN001003,Gaoual Ctre,GIN00100302,2,0
WASH,Boke,GIN001,Gaoual,GIN001003,Kakony,GIN00100303,3,0
WASH,Boke,GIN001,Gaoual,GIN001003,Koumbia,GIN00100304,3,0
WASH,Boke,GIN001,Gaoual,GIN001003,Kounsitel,GIN00100305,3,0
WASH,Boke,GIN001,Gaoual,GIN001003,Malanta,GIN00100306,2,0
WASH,Boke,GIN001,Gaoual,GIN001003,Touba,GIN00100307,1,0
WASH,Boke,GIN001,Gaoual,GIN001003,Wendou Mbour,GIN00100308,4,0
WASH,Boke,GIN001,Koundara,GIN001004,Guinguan,GIN00100401,2,0
WASH,Boke,GIN001,Koundara,GIN001004,Kamabi,GIN00100402,2,0
WASH,Boke,GIN001,Koundara,GIN001004,Koundara Ctre,GIN00100403,3,0
WASH,Boke,GIN001,Koundara,GIN001004,Sambailo,GIN00100404,2,0
WASH,Boke,GIN001,Koundara,GIN001004,Sareboido,GIN00100405,1,0
WASH,Boke,GIN001,Koundara,GIN001004,Termesse,GIN00100406,1,0
WASH,Boke,GIN001,Koundara,GIN001004,Youkounkoun,GIN00100407,1,0
WASH,Conakry,GIN002,Conakry,GIN002001,Dixinn,GIN00200101,39,1
WASH,Conakry,GIN002,Conakry,GIN002001,Kaloum,GIN00200102,51,0
WASH,Conakry,GIN002,Conakry,GIN002001,Matam,GIN00200103,20,0
WASH,Conakry,GIN002,Conakry,GIN002001,Matoto,GIN00200104,70,0
WASH,Conakry,GIN002,Conakry,GIN002001,Ratoma,GIN00200105,144,0
WASH,Faranah,GIN003,Dabola,GIN003001,Arfamoussayah,GIN00300101,2,0
WASH,Faranah,GIN003,Dabola,GIN003001,Banko,GIN00300102,1,0
WASH,Faranah,GIN003,Dabola,GIN003001,Bissikrima,GIN00300103,2,0
WASH,Faranah,GIN003,Dabola,GIN003001,Dabola Ctre,GIN00300104,4,0
WASH,Faranah,GIN003,Dabola,GIN003001,Dogomet,GIN00300105,3,0
WASH,Faranah,GIN003,Dabola,GIN003001,Kankama,GIN00300106,1,0
WASH,Faranah,GIN003,Dabola,GIN003001,Kindoye,GIN00300107,1,0
WASH,Faranah,GIN003,Dabola,GIN003001,Ndema,GIN00300109,2,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Banora,GIN00300201,2,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Diatifere,GIN00300203,2,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Dinguiraye Ctre,GIN00300204,4,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Gagnakaly,GIN00300205,1,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Kalinko,GIN00300206,1,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Lansanaya,GIN00300207,1,0
WASH,Faranah,GIN003,Dinguiraye,GIN003002,Selouma,GIN00300208,1,0
WASH,Faranah,GIN003,Faranah,GIN003003,Banian,GIN00300301,4,0
WASH,Faranah,GIN003,Faranah,GIN003003,Beindou,GIN00300302,2,0
WASH,Faranah,GIN003,Faranah,GIN003003,Faranah Ctre,GIN00300303,4,0
WASH,Faranah,GIN003,Faranah,GIN003003,Gnaleah,GIN00300304,1,0
WASH,Faranah,GIN003,Faranah,GIN003003,Heremakono,GIN00300305,3,0
WASH,Faranah,GIN003,Faranah,GIN003003,Kobikoro,GIN00300306,2,0
WASH,Faranah,GIN003,Faranah,GIN003003,Marella,GIN00300307,5,0
WASH,Faranah,GIN003,Faranah,GIN003003,Passaya,GIN00300308,5,0
WASH,Faranah,GIN003,Faranah,GIN003003,Sandenia,GIN00300309,2,0
WASH,Faranah,GIN003,Faranah,GIN003003,Songoyah,GIN00300310,1,0
WASH,Faranah,GIN003,Faranah,GIN003003,Tiro,GIN00300311,1,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Albadariah,GIN00300401,8,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Banama,GIN00300402,10,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Bardou,GIN00300403,8,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Beindou,GIN00300404,19,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Fermessadou,GIN00300405,15,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Firawa,GIN00300406,7,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Gbangbadou,GIN00300407,13,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Kissidougou Ctre,GIN00300408,14,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Kondiadou,GIN00300409,10,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Manfran,GIN00300410,9,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Sangardo,GIN00300411,11,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Yende Millimou,GIN00300412,14,0
WASH,Faranah,GIN003,Kissidougou,GIN003004,Yombiro,GIN00300413,9,0
WASH,Kankan,GIN004,Kankan,GIN004001,Balandougou,GIN00400101,2,0
WASH,Kankan,GIN004,Kankan,GIN004001,Bate Nafadji,GIN00400102,7,0
WASH,Kankan,GIN004,Kankan,GIN004001,Boula,GIN00400103,6,0
WASH,Kankan,GIN004,Kankan,GIN004001,Gberedou Baranama,GIN00400104,1,0
WASH,Kankan,GIN004,Kankan,GIN004001,Kankan Ctre,GIN00400105,8,0
WASH,Kankan,GIN004,Kankan,GIN004001,Karifamoriah,GIN00400106,3,0
WASH,Kankan,GIN004,Kankan,GIN004001,Koumban,GIN00400107,2,0
WASH,Kankan,GIN004,Kankan,GIN004001,Mamouroudou,GIN00400108,3,0
WASH,Kankan,GIN004,Kankan,GIN004001,Missamana,GIN00400109,3,0
WASH,Kankan,GIN004,Kankan,GIN004001,Moribayah,GIN00400110,1,0
WASH,Kankan,GIN004,Kankan,GIN004001,Sabadou Baranama,GIN00400111,3,0
WASH,Kankan,GIN004,Kankan,GIN004001,Tinti Oulen,GIN00400112,2,0
WASH,Kankan,GIN004,Kankan,GIN004001,Tokounou,GIN00400113,2,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Banankoro,GIN00400201,3,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Damaro,GIN00400202,3,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Kerouane Ctre,GIN00400203,2,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Komodou,GIN00400204,1,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Konsankoro,GIN00400205,4,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Linko,GIN00400206,2,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Sibiribaro,GIN00400207,3,0
WASH,Kankan,GIN004,Kerouane,GIN004002,Soromaya,GIN00400208,6,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Babila,GIN00400301,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Balato,GIN00400302,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Banfele,GIN00400303,3,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Baro,GIN00400304,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Cissela,GIN00400305,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Douako,GIN00400306,2,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Doura,GIN00400307,2,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Kiniero,GIN00400308,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Koumana,GIN00400310,1,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Kouroussa Ctre,GIN00400311,2,0
WASH,Kankan,GIN004,Kouroussa,GIN004003,Sanguiana,GIN00400312,1,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Balandougouba,GIN00400401,6,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Dialokoro,GIN00400402,10,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Faralako,GIN00400403,2,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Kantoumanina,GIN00400404,3,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Kinieran,GIN00400405,2,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Koundian,GIN00400406,4,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Koundianakoro,GIN00400407,3,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Mandiana Ctre,GIN00400408,5,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Morodou,GIN00400409,3,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Niantanina,GIN00400410,1,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Saladou,GIN00400411,3,0
WASH,Kankan,GIN004,Mandiana,GIN004004,Sansando,GIN00400412,3,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Bankon,GIN00400501,1,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Doko,GIN00400502,12,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Franwalia,GIN00400503,3,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Kiniebakoura,GIN00400504,3,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Kintinian,GIN00400505,9,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Malea,GIN00400506,7,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Naboun,GIN00400507,2,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Niagassola,GIN00400508,6,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Niandankoro,GIN00400509,1,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Norassoba,GIN00400510,5,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Siguiri Ctre,GIN00400511,7,0
WASH,Kankan,GIN004,Siguiri,GIN004005,Siguirini,GIN00400512,2,0
WASH,Kindia,GIN005,Coyah,GIN005001,Coyah Ctre,GIN00500101,7,1
WASH,Kindia,GIN005,Coyah,GIN005001,Kouria,GIN00500102,5,0
WASH,Kindia,GIN005,Coyah,GIN005001,Maneah,GIN00500103,6,0
WASH,Kindia,GIN005,Coyah,GIN005001,Wonkifong,GIN00500104,11,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Badi,GIN00500201,3,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Dubreka Ctre,GIN00500202,9,1
WASH,Kindia,GIN005,Dubreka,GIN005002,Falessade,GIN00500203,2,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Khorira,GIN00500204,3,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Ouassou,GIN00500205,5,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Tanene,GIN00500208,6,0
WASH,Kindia,GIN005,Dubreka,GIN005002,Tondon,GIN00500207,3,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Allassoyah,GIN00500301,7,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Benty,GIN00500302,17,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Farmoriah,GIN00500303,12,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Forecariah Ctre,GIN00500304,8,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Kaback,GIN00500305,9,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Kakossa,GIN00500306,9,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Kaliah,GIN00500307,8,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Maferinya,GIN00500308,15,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Moussayah,GIN00500309,11,0
WASH,Kindia,GIN005,Forecariah,GIN005003,Sikhourou,GIN00500310,10,0
WASH,Kindia,GIN005,Kindia,GIN005004,Bangouya,GIN00500401,9,0
WASH,Kindia,GIN005,Kindia,GIN005004,Damakania,GIN00500402,2,0
WASH,Kindia,GIN005,Kindia,GIN005004,Friguiagbe,GIN00500403,7,0
WASH,Kindia,GIN005,Kindia,GIN005004,Kindia Ctre,GIN00500404,33,0
WASH,Kindia,GIN005,Kindia,GIN005004,Kolente,GIN00500405,8,0
WASH,Kindia,GIN005,Kindia,GIN005004,Madina Oula,GIN00500406,6,0
WASH,Kindia,GIN005,Kindia,GIN005004,Madina oula,GIN00500406,5,0
WASH,Kindia,GIN005,Kindia,GIN005004,Mambia,GIN00500407,6,0
WASH,Kindia,GIN005,Kindia,GIN005004,Molota,GIN00500408,5,0
WASH,Kindia,GIN005,Kindia,GIN005004,Samaya,GIN00500409,6,0
WASH,Kindia,GIN005,Kindia,GIN005004,Sougueta,GIN00500410,8,0
WASH,Kindia,GIN005,Telimele,GIN005005,Bourouwal,GIN00500501,3,0
WASH,Kindia,GIN005,Telimele,GIN005005,Daramagnaky,GIN00500502,4,0
WASH,Kindia,GIN005,Telimele,GIN005005,Gougoudje,GIN00500503,4,0
WASH,Kindia,GIN005,Telimele,GIN005005,Koba,GIN00500504,1,0
WASH,Kindia,GIN005,Telimele,GIN005005,Kollet,GIN00500505,5,0
WASH,Kindia,GIN005,Telimele,GIN005005,Konsotami,GIN00500506,1,0
WASH,Kindia,GIN005,Telimele,GIN005005,Missira,GIN00500507,1,0
WASH,Kindia,GIN005,Telimele,GIN005005,Santou,GIN00500508,2,0
WASH,Kindia,GIN005,Telimele,GIN005005,Sarekali,GIN00500509,2,0
WASH,Kindia,GIN005,Telimele,GIN005005,Sinta,GIN00500510,3,0
WASH,Kindia,GIN005,Telimele,GIN005005,Sogolon,GIN00500511,1,0
WASH,Kindia,GIN005,Telimele,GIN005005,Tarihoye,GIN00500512,3,0
WASH,Kindia,GIN005,Telimele,GIN005005,Telemele Ctre,GIN00500513,5,0
WASH,Kindia,GIN005,Telimele,GIN005005,Thionthian,GIN00500514,3,0
WASH,Labe,GIN006,Koubia,GIN006001,Fafaya,GIN00600101,5,0
WASH,Labe,GIN006,Koubia,GIN006001,Gadha Woundou,GIN00600102,1,0
WASH,Labe,GIN006,Koubia,GIN006001,Koubia Ctre,GIN00600103,6,0
WASH,Labe,GIN006,Koubia,GIN006001,Matakaou,GIN00600104,1,0
WASH,Labe,GIN006,Koubia,GIN006001,Missira,GIN00600105,1,0
WASH,Labe,GIN006,Koubia,GIN006001,Pilimini,GIN00600106,3,0
WASH,Labe,GIN006,Labe,GIN006002,Dalein,GIN00600201,3,0
WASH,Labe,GIN006,Labe,GIN006002,Daralabe,GIN00600202,4,0
WASH,Labe,GIN006,Labe,GIN006002,Diari,GIN00600203,4,0
WASH,Labe,GIN006,Labe,GIN006002,Dionfo,GIN00600204,3,0
WASH,Labe,GIN006,Labe,GIN006002,Garambe,GIN00600205,3,0
WASH,Labe,GIN006,Labe,GIN006002,Hafia,GIN00600206,4,0
WASH,Labe,GIN006,Labe,GIN006002,Kaalan,GIN00600207,3,0
WASH,Labe,GIN006,Labe,GIN006002,Kouramangui,GIN00600208,1,0
WASH,Labe,GIN006,Labe,GIN006002,Labe Ctre,GIN00600209,10,0
WASH,Labe,GIN006,Labe,GIN006002,Noussy,GIN00600210,2,0
WASH,Labe,GIN006,Labe,GIN006002,Popodara,GIN00600211,7,0
WASH,Labe,GIN006,Labe,GIN006002,Sannou,GIN00600212,3,0
WASH,Labe,GIN006,Labe,GIN006002,Tountourou,GIN00600213,3,0
WASH,Labe,GIN006,Lelouma,GIN006003,Balaya,GIN00600301,1,0
WASH,Labe,GIN006,Lelouma,GIN006003,Diontou,GIN00600302,4,0
WASH,Labe,GIN006,Lelouma,GIN006003,Herico,GIN00600303,1,0
WASH,Labe,GIN006,Lelouma,GIN006003,Korbe,GIN00600304,1,0
WASH,Labe,GIN006,Lelouma,GIN006003,Lafou,GIN00600305,3,0
WASH,Labe,GIN006,Lelouma,GIN006003,Lelouma Ctre,GIN00600306,2,0
WASH,Labe,GIN006,Lelouma,GIN006003,Linsan Saran,GIN00600307,2,0
WASH,Labe,GIN006,Lelouma,GIN006003,Manda,GIN00600308,1,0
WASH,Labe,GIN006,Lelouma,GIN006003,Parawol,GIN00600309,2,0
WASH,Labe,GIN006,Lelouma,GIN006003,Sagale,GIN00600310,1,0
WASH,Labe,GIN006,Lelouma,GIN006003,Tianguel Bori,GIN00600311,3,0
WASH,Labe,GIN006,Mali,GIN006004,Balaki,GIN00600401,1,0
WASH,Labe,GIN006,Mali,GIN006004,Donghol Sigon,GIN00600402,3,0
WASH,Labe,GIN006,Mali,GIN006004,Dougountouny,GIN00600403,3,0
WASH,Labe,GIN006,Mali,GIN006004,Fougou,GIN00600404,1,0
WASH,Labe,GIN006,Mali,GIN006004,Gayah,GIN00600405,3,0
WASH,Labe,GIN006,Mali,GIN006004,Hidayatou,GIN00600406,3,0
WASH,Labe,GIN006,Mali,GIN006004,Lebekeren,GIN00600407,1,0
WASH,Labe,GIN006,Mali,GIN006004,Madina Wora,GIN00600408,2,0
WASH,Labe,GIN006,Mali,GIN006004,Mali Ctre,GIN00600409,5,0
WASH,Labe,GIN006,Mali,GIN006004,Salambande,GIN00600410,2,0
WASH,Labe,GIN006,Mali,GIN006004,Telire,GIN00600411,4,0
WASH,Labe,GIN006,Mali,GIN006004,Touba,GIN00600412,1,0
WASH,Labe,GIN006,Mali,GIN006004,Yimbering,GIN00600413,2,0
WASH,Labe,GIN006,Tougue,GIN006005,Fatako,GIN00600501,3,0
WASH,Labe,GIN006,Tougue,GIN006005,Fello Koundoua,GIN00600502,1,0
WASH,Labe,GIN006,Tougue,GIN006005,Kansangui,GIN00600503,4,0
WASH,Labe,GIN006,Tougue,GIN006005,Koin,GIN00600504,2,0
WASH,Labe,GIN006,Tougue,GIN006005,Kolangui,GIN00600505,1,0
WASH,Labe,GIN006,Tougue,GIN006005,Konah,GIN00600507,3,0
WASH,Labe,GIN006,Tougue,GIN006005,Kouratongo,GIN00600508,2,0
WASH,Labe,GIN006,Tougue,GIN006005,Tangali,GIN00600509,1,0
WASH,Labe,GIN006,Tougue,GIN006005,Tougue Ctre,GIN00600510,4,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Bodie,GIN00700101,4,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Dalaba Ctre,GIN00700102,2,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Ditinn,GIN00700103,1,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Kaala,GIN00700104,1,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Kankalabe,GIN00700105,1,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Kebali,GIN00700106,2,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Koba,GIN00700107,1,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Mafara,GIN00700108,3,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Mitty,GIN00700109,1,0
WASH,Mamou,GIN007,Dalaba,GIN007001,Mombeyah,GIN00700110,2,0
WASH,Mamou,GIN007,Mamou,GIN007002,Bouliwel,GIN00700201,4,0
WASH,Mamou,GIN007,Mamou,GIN007002,Dounet,GIN00700202,2,0
WASH,Mamou,GIN007,Mamou,GIN007002,Gongoret,GIN00700203,4,0
WASH,Mamou,GIN007,Mamou,GIN007002,Kegneko,GIN00700204,1,0
WASH,Mamou,GIN007,Mamou,GIN007002,Kounkoure,GIN00700205,2,0
WASH,Mamou,GIN007,Mamou,GIN007002,Mamou Ctre,GIN00700206,7,0
WASH,Mamou,GIN007,Mamou,GIN007002,Nyagara,GIN00700207,1,0
WASH,Mamou,GIN007,Mamou,GIN007002,Oure Kaba,GIN00700208,1,0
WASH,Mamou,GIN007,Mamou,GIN007002,Poredaka,GIN00700209,4,0
WASH,Mamou,GIN007,Mamou,GIN007002,Saramoussaya,GIN00700210,2,0
WASH,Mamou,GIN007,Mamou,GIN007002,Soyah,GIN00700211,1,0
WASH,Mamou,GIN007,Mamou,GIN007002,Teguereyah,GIN00700212,1,0
WASH,Mamou,GIN007,Mamou,GIN007002,Timbo,GIN00700213,1,0
WASH,Mamou,GIN007,Pita,GIN007003,Bantignel,GIN00700301,4,0
WASH,Mamou,GIN007,Pita,GIN007003,Brouwal Tape,GIN00700302,1,0
